timestamp,open,high,low,close,volume
2020-01-01 00:00:00,7162.5,7163.0,7153.0,7153.0,17540742
2020-01-01 01:00:00,7153.0,7210.5,7153.0,7190.5,50279662
2020-01-01 02:00:00,7190.5,7219.5,7190.0,7219.0,47914287
2020-01-01 03:00:00,7219.0,7220.0,7198.0,7201.5,41315811
2020-01-01 04:00:00,7201.5,7202.0,7191.0,7197.0,16635327
2020-01-01 05:00:00,7197.0,7198.5,7197.0,7198.5,7000221
2020-01-01 06:00:00,7198.0,7206.0,7198.0,7202.0,12152031
2020-01-01 07:00:00,7201.5,7209.0,7176.0,7183.5,34079044
2020-01-01 08:00:00,7183.0,7183.5,7155.0,7175.5,41818764
2020-01-01 09:00:00,7176.0,7181.0,7172.0,7172.5,12298748
2020-01-01 10:00:00,7172.5,7184.5,7168.0,7184.5,20070604
2020-01-01 11:00:00,7184.5,7214.0,7162.0,7172.5,61749073
2020-01-01 12:00:00,7173.0,7207.0,7172.5,7203.5,43069823
2020-01-01 13:00:00,7204.0,7210.5,7196.5,7199.0,27179568
2020-01-01 14:00:00,7199.5,7214.0,7189.0,7200.5,30514243
2020-01-01 15:00:00,7200.5,7234.5,7200.0,7210.5,63483002
2020-01-01 16:00:00,7210.5,7225.0,7196.0,7225.0,36432754
2020-01-01 17:00:00,7225.0,7230.5,7210.5,7220.0,35795888
2020-01-01 18:00:00,7220.5,7225.5,7207.5,7220.5,22716113
2020-01-01 19:00:00,7220.5,7220.5,7206.5,7208.5,12495680
2020-01-01 20:00:00,7209.0,7220.0,7207.5,7214.5,16840076
2020-01-01 21:00:00,7215.0,7219.0,7207.0,7212.5,11402704
2020-01-01 22:00:00,7212.5,7212.5,7168.5,7173.5,59413369
2020-01-01 23:00:00,7173.5,7179.0,7155.0,7179.0,40577559
2020-01-02 00:00:00,7179.0,7183.0,7164.0,7183.0,25303324
2020-01-02 01:00:00,7183.0,7183.0,7161.5,7161.5,19166123
2020-01-02 02:00:00,7162.0,7162.0,7127.0,7139.5,72159259
2020-01-02 03:00:00,7139.5,7139.5,7092.0,7096.5,74130106
2020-01-02 04:00:00,7096.0,7126.0,7086.0,7109.5,91345154
2020-01-02 05:00:00,7109.5,7118.0,7100.5,7109.0,33533584
2020-01-02 06:00:00,7109.0,7117.0,7090.5,7102.0,27745937
2020-01-02 07:00:00,7102.0,7107.0,7070.5,7077.5,83135302
2020-01-02 08:00:00,7078.0,7125.5,7077.5,7124.0,46127600
2020-01-02 09:00:00,7124.5,7132.0,7111.0,7131.5,29489453
2020-01-02 10:00:00,7131.5,7150.0,7131.0,7135.0,51964024
2020-01-02 11:00:00,7135.0,7137.5,7115.5,7115.5,30231271
2020-01-02 12:00:00,7115.5,7135.5,7115.0,7128.5,30282958
2020-01-02 13:00:00,7128.5,7133.0,7075.5,7106.0,98126704
2020-01-02 14:00:00,7106.5,7135.0,7098.5,7114.0,50538075
2020-01-02 15:00:00,7114.5,7127.0,7093.0,7104.5,43131427
2020-01-02 16:00:00,7105.0,7118.0,7005.0,7023.0,171920412
2020-01-02 17:00:00,7023.5,7023.5,6905.5,6941.0,274487973
2020-01-02 18:00:00,6940.5,6963.5,6928.5,6950.0,42996528
2020-01-02 19:00:00,6950.0,6969.0,6936.0,6956.5,44338819
2020-01-02 20:00:00,6957.0,6957.0,6918.0,6920.0,54874304
2020-01-02 21:00:00,6920.0,6962.0,6919.5,6952.5,33735397
2020-01-02 22:00:00,6952.5,6953.5,6941.5,6952.0,21521628
2020-01-02 23:00:00,6952.0,6952.0,6935.0,6942.0,20738591
2020-01-03 00:00:00,6942.5,6942.5,6901.0,6918.0,60505533
2020-01-03 01:00:00,6918.0,6924.0,6866.0,6870.5,106547882
2020-01-03 02:00:00,6870.5,6942.0,6855.0,6938.0,131329171
2020-01-03 03:00:00,6938.0,6944.0,6921.5,6929.5,32716909
2020-01-03 04:00:00,6929.5,7290.0,6929.0,7195.0,482317239
2020-01-03 05:00:00,7195.0,7237.0,7155.5,7201.0,190599082
2020-01-03 06:00:00,7201.0,7207.5,7180.0,7190.0,69175570
2020-01-03 07:00:00,7190.0,7218.5,7177.0,7190.0,71118986
2020-01-03 08:00:00,7190.5,7284.0,7190.0,7252.5,186018545
2020-01-03 09:00:00,7252.5,7349.0,7252.0,7336.5,246821560
2020-01-03 10:00:00,7337.0,7362.5,7280.0,7304.5,180005209
2020-01-03 11:00:00,7304.5,7339.5,7298.0,7330.5,83700920
2020-01-03 12:00:00,7330.5,7343.5,7302.5,7316.5,77428229
2020-01-03 13:00:00,7316.5,7377.0,7311.5,7341.0,84758943
2020-01-03 14:00:00,7340.5,7348.0,7234.5,7250.0,214419914
2020-01-03 15:00:00,7250.0,7314.0,7250.0,7312.0,84590812
2020-01-03 16:00:00,7312.0,7412.0,7291.0,7386.0,270853964
2020-01-03 17:00:00,7385.5,7403.5,7330.5,7352.5,97205443
2020-01-03 18:00:00,7352.5,7364.0,7330.0,7333.0,40171599
2020-01-03 19:00:00,7333.0,7343.5,7276.0,7331.0,86742778
2020-01-03 20:00:00,7330.5,7352.0,7299.5,7312.0,52983759
2020-01-03 21:00:00,7311.5,7324.5,7255.0,7270.0,53557522
2020-01-03 22:00:00,7270.0,7308.5,7250.0,7293.5,84138629
2020-01-03 23:00:00,7294.0,7335.0,7290.0,7335.0,62468699
2020-01-04 00:00:00,7335.0,7342.5,7283.0,7301.5,50462290
2020-01-04 01:00:00,7302.0,7302.0,7273.5,7295.0,30087180
2020-01-04 02:00:00,7295.5,7314.0,7291.0,7313.5,25237856
2020-01-04 03:00:00,7313.5,7326.5,7309.0,7326.0,33578305
2020-01-04 04:00:00,7325.5,7327.5,7302.5,7326.5,28964579
2020-01-04 05:00:00,7327.0,7363.0,7318.5,7332.0,48987915
2020-01-04 06:00:00,7332.5,7349.0,7330.0,7347.0,36984341
2020-01-04 07:00:00,7347.0,7349.5,7320.5,7338.5,33493280
2020-01-04 08:00:00,7338.5,7356.0,7327.5,7341.0,31237298
2020-01-04 09:00:00,7341.0,7359.0,7335.5,7352.0,26981932
2020-01-04 10:00:00,7352.0,7355.0,7291.0,7304.0,63007048
2020-01-04 11:00:00,7303.5,7324.5,7288.5,7324.5,57520500
2020-01-04 12:00:00,7324.0,7324.5,7292.0,7297.5,36638717
2020-01-04 13:00:00,7297.5,7310.5,7277.5,7288.5,58199332
2020-01-04 14:00:00,7288.5,7308.5,7285.0,7305.5,32461598
2020-01-04 15:00:00,7305.5,7316.0,7292.0,7306.5,31449639
2020-01-04 16:00:00,7306.0,7306.5,7289.0,7298.0,29092653
2020-01-04 17:00:00,7298.0,7340.0,7296.5,7340.0,64166225
2020-01-04 18:00:00,7339.5,7399.0,7258.5,7291.0,257978636
2020-01-04 19:00:00,7291.0,7342.0,7278.0,7321.5,87712951
2020-01-04 20:00:00,7321.5,7338.5,7303.0,7334.0,45450491
2020-01-04 21:00:00,7334.0,7353.5,7321.5,7341.0,35148876
2020-01-04 22:00:00,7341.0,7350.0,7334.5,7340.5,18830925
2020-01-04 23:00:00,7340.0,7350.0,7326.5,7345.0,20295074
2020-01-05 00:00:00,7344.5,7386.0,7344.5,7368.0,80910454
2020-01-05 01:00:00,7368.0,7478.0,7368.0,7456.5,263869821
2020-01-05 02:00:00,7456.5,7480.0,7425.5,7444.5,84529262
